short S&P500_unscaled,short S&P500_monthly,scale,short S&P500
0,33.0,0.33,0.0
89,33.0,0.33,29.37
0,33.0,0.33,0.0
90,33.0,0.33,29.700000000000003
0,33.0,0.33,0.0
0,33.0,0.33,0.0
0,33.0,0.33,0.0
0,33.0,0.33,0.0
86,33.0,0.33,28.380000000000003
0,33.0,0.33,0.0
0,33.0,0.33,0.0
99,33.0,0.33,32.67
0,33.0,0.33,0.0
0,33.0,0.33,0.0
0,33.0,0.33,0.0
0,24.0,0.24,0.0
0,24.0,0.24,0.0
0,24.0,0.24,0.0
0,24.0,0.24,0.0
98,24.0,0.24,23.52
85,24.0,0.24,20.4
0,24.0,0.24,0.0
0,24.0,0.24,0.0
0,24.0,0.24,0.0
0,24.0,0.24,0.0
0,24.0,0.24,0.0
96,24.0,0.24,23.04
87,24.0,0.24,20.88
0,24.0,0.24,0.0
0,24.0,0.24,0.0
0,24.0,0.24,0.0
88,24.0,0.24,21.119999999999997
0,24.0,0.24,0.0
100,24.0,0.24,24.0
90,24.0,0.24,21.599999999999998
0,24.0,0.24,0.0
89,24.0,0.24,21.36
0,24.0,0.24,0.0
0,24.0,0.24,0.0
0,24.0,0.24,0.0
0,24.0,0.24,0.0
86,24.0,0.24,20.64
0,24.0,0.24,0.0
0,24.0,0.24,0.0
0,24.0,0.24,0.0
0,24.0,0.24,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
86,34.0,0.34,29.240000000000002
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
100,34.0,0.34,34.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
88,34.0,0.34,29.92
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
52,37.0,0.37,19.24
0,37.0,0.37,0.0
0,37.0,0.37,0.0
50,37.0,0.37,18.5
48,37.0,0.37,17.759999999999998
0,37.0,0.37,0.0
51,37.0,0.37,18.87
0,37.0,0.37,0.0
0,37.0,0.37,0.0
58,37.0,0.37,21.46
51,37.0,0.37,18.87
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
50,37.0,0.37,18.5
0,37.0,0.37,0.0
52,37.0,0.37,19.24
56,37.0,0.37,20.72
0,37.0,0.37,0.0
48,37.0,0.37,17.759999999999998
100,37.0,0.37,37.0
0,37.0,0.37,0.0
0,10.0,0.1,0.0
0,10.0,0.1,0.0
0,10.0,0.1,0.0
0,10.0,0.1,0.0
0,10.0,0.1,0.0
0,10.0,0.1,0.0
0,10.0,0.1,0.0
0,10.0,0.1,0.0
0,10.0,0.1,0.0
0,10.0,0.1,0.0
0,10.0,0.1,0.0
44,10.0,0.1,4.4
0,10.0,0.1,0.0
0,10.0,0.1,0.0
0,10.0,0.1,0.0
0,10.0,0.1,0.0
0,10.0,0.1,0.0
100,10.0,0.1,10.0
0,10.0,0.1,0.0
0,10.0,0.1,0.0
0,10.0,0.1,0.0
0,10.0,0.1,0.0
0,10.0,0.1,0.0
0,10.0,0.1,0.0
0,10.0,0.1,0.0
0,10.0,0.1,0.0
0,10.0,0.1,0.0
0,10.0,0.1,0.0
0,10.0,0.1,0.0
0,10.0,0.1,0.0
0,49.0,0.49,0.0
0,49.0,0.49,0.0
43,49.0,0.49,21.07
0,49.0,0.49,0.0
0,49.0,0.49,0.0
42,49.0,0.49,20.58
0,49.0,0.49,0.0
0,49.0,0.49,0.0
0,49.0,0.49,0.0
0,49.0,0.49,0.0
0,49.0,0.49,0.0
43,49.0,0.49,21.07
0,49.0,0.49,0.0
0,49.0,0.49,0.0
0,49.0,0.49,0.0
51,49.0,0.49,24.99
0,49.0,0.49,0.0
0,49.0,0.49,0.0
46,49.0,0.49,22.54
47,49.0,0.49,23.03
0,49.0,0.49,0.0
0,49.0,0.49,0.0
52,49.0,0.49,25.48
0,49.0,0.49,0.0
54,49.0,0.49,26.46
47,49.0,0.49,23.03
0,49.0,0.49,0.0
48,49.0,0.49,23.52
49,49.0,0.49,24.009999999999998
0,49.0,0.49,0.0
100,49.0,0.49,49.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
51,28.0,0.28,14.280000000000001
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
50,28.0,0.28,14.000000000000002
50,28.0,0.28,14.000000000000002
0,28.0,0.28,0.0
0,28.0,0.28,0.0
51,28.0,0.28,14.280000000000001
0,28.0,0.28,0.0
56,28.0,0.28,15.680000000000001
0,28.0,0.28,0.0
0,28.0,0.28,0.0
100,28.0,0.28,28.000000000000004
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
54,28.0,0.28,15.120000000000001
0,28.0,0.28,0.0
0,28.0,0.28,0.0
48,28.0,0.28,13.440000000000001
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
48,28.0,0.28,13.440000000000001
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
88,25.0,0.25,22.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
85,25.0,0.25,21.25
0,25.0,0.25,0.0
90,25.0,0.25,22.5
0,25.0,0.25,0.0
100,25.0,0.25,25.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
84,25.0,0.25,21.0
86,25.0,0.25,21.5
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
85,25.0,0.25,21.25
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,37.0,0.37,0.0
72,37.0,0.37,26.64
0,37.0,0.37,0.0
63,37.0,0.37,23.31
63,37.0,0.37,23.31
0,37.0,0.37,0.0
0,37.0,0.37,0.0
100,37.0,0.37,37.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
65,37.0,0.37,24.05
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
67,37.0,0.37,24.79
73,37.0,0.37,27.009999999999998
0,37.0,0.37,0.0
0,19.0,0.19,0.0
0,19.0,0.19,0.0
0,19.0,0.19,0.0
0,19.0,0.19,0.0
0,19.0,0.19,0.0
0,19.0,0.19,0.0
0,19.0,0.19,0.0
93,19.0,0.19,17.67
0,19.0,0.19,0.0
0,19.0,0.19,0.0
93,19.0,0.19,17.67
0,19.0,0.19,0.0
0,19.0,0.19,0.0
0,19.0,0.19,0.0
0,19.0,0.19,0.0
0,19.0,0.19,0.0
95,19.0,0.19,18.05
0,19.0,0.19,0.0
0,19.0,0.19,0.0
0,19.0,0.19,0.0
0,19.0,0.19,0.0
100,19.0,0.19,19.0
0,19.0,0.19,0.0
0,19.0,0.19,0.0
0,19.0,0.19,0.0
0,19.0,0.19,0.0
0,19.0,0.19,0.0
0,19.0,0.19,0.0
0,19.0,0.19,0.0
0,19.0,0.19,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
53,27.0,0.27,14.31
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
47,27.0,0.27,12.690000000000001
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
48,27.0,0.27,12.96
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
100,27.0,0.27,27.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
46,27.0,0.27,12.420000000000002
46,27.0,0.27,12.420000000000002
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,14.0,0.14,0.0
0,14.0,0.14,0.0
0,14.0,0.14,0.0
0,14.0,0.14,0.0
0,14.0,0.14,0.0
0,14.0,0.14,0.0
0,14.0,0.14,0.0
0,14.0,0.14,0.0
0,14.0,0.14,0.0
85,14.0,0.14,11.9
87,14.0,0.14,12.180000000000001
87,14.0,0.14,12.180000000000001
0,14.0,0.14,0.0
88,14.0,0.14,12.32
0,14.0,0.14,0.0
0,14.0,0.14,0.0
0,14.0,0.14,0.0
88,14.0,0.14,12.32
0,14.0,0.14,0.0
0,14.0,0.14,0.0
0,14.0,0.14,0.0
0,14.0,0.14,0.0
0,14.0,0.14,0.0
0,14.0,0.14,0.0
0,14.0,0.14,0.0
0,14.0,0.14,0.0
0,14.0,0.14,0.0
0,14.0,0.14,0.0
0,14.0,0.14,0.0
100,14.0,0.14,14.000000000000002
87,28.0,0.28,24.360000000000003
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
100,28.0,0.28,28.000000000000004
0,28.0,0.28,0.0
0,28.0,0.28,0.0
86,28.0,0.28,24.080000000000002
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
87,28.0,0.28,24.360000000000003
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
90,28.0,0.28,25.200000000000003
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
90,28.0,0.28,25.200000000000003
0,28.0,0.28,0.0
0,65.0,0.65,0.0
92,65.0,0.65,59.800000000000004
0,65.0,0.65,0.0
0,65.0,0.65,0.0
88,65.0,0.65,57.2
88,65.0,0.65,57.2
88,65.0,0.65,57.2
0,65.0,0.65,0.0
0,65.0,0.65,0.0
0,65.0,0.65,0.0
0,65.0,0.65,0.0
89,65.0,0.65,57.85
0,65.0,0.65,0.0
0,65.0,0.65,0.0
0,65.0,0.65,0.0
90,65.0,0.65,58.5
0,65.0,0.65,0.0
0,65.0,0.65,0.0
85,65.0,0.65,55.25
0,65.0,0.65,0.0
0,65.0,0.65,0.0
0,65.0,0.65,0.0
89,65.0,0.65,57.85
0,65.0,0.65,0.0
100,65.0,0.65,65.0
85,65.0,0.65,55.25
84,65.0,0.65,54.6
0,65.0,0.65,0.0
83,65.0,0.65,53.95
0,65.0,0.65,0.0
0,65.0,0.65,0.0
0,9.0,0.09,0.0
0,9.0,0.09,0.0
100,9.0,0.09,9.0
0,9.0,0.09,0.0
0,9.0,0.09,0.0
0,9.0,0.09,0.0
0,9.0,0.09,0.0
0,9.0,0.09,0.0
96,9.0,0.09,8.64
0,9.0,0.09,0.0
0,9.0,0.09,0.0
0,9.0,0.09,0.0
0,9.0,0.09,0.0
0,9.0,0.09,0.0
0,9.0,0.09,0.0
99,9.0,0.09,8.91
0,9.0,0.09,0.0
0,9.0,0.09,0.0
0,9.0,0.09,0.0
0,9.0,0.09,0.0
0,9.0,0.09,0.0
0,9.0,0.09,0.0
0,9.0,0.09,0.0
0,9.0,0.09,0.0
0,9.0,0.09,0.0
0,9.0,0.09,0.0
0,9.0,0.09,0.0
0,9.0,0.09,0.0
0,9.0,0.09,0.0
98,9.0,0.09,8.82
99,39.0,0.39,38.61
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
100,39.0,0.39,39.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
98,39.0,0.39,38.22
0,39.0,0.39,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
96,31.0,0.31,29.759999999999998
98,31.0,0.31,30.38
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
100,31.0,0.31,31.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
