buy S&P500_unscaled,buy S&P500_monthly,scale,buy S&P500
0,100.0,1.0,0.0
33,100.0,1.0,33.0
0,100.0,1.0,0.0
0,100.0,1.0,0.0
0,100.0,1.0,0.0
35,100.0,1.0,35.0
0,100.0,1.0,0.0
38,100.0,1.0,38.0
0,86.0,0.86,0.0
85,86.0,0.86,73.1
0,86.0,0.86,0.0
0,86.0,0.86,0.0
0,86.0,0.86,0.0
0,86.0,0.86,0.0
0,86.0,0.86,0.0
84,86.0,0.86,72.24
0,86.0,0.86,0.0
86,86.0,0.86,73.96
0,86.0,0.86,0.0
0,86.0,0.86,0.0
0,86.0,0.86,0.0
100,86.0,0.86,86.0
86,86.0,0.86,73.96
85,86.0,0.86,73.1
0,86.0,0.86,0.0
87,86.0,0.86,74.82
0,86.0,0.86,0.0
0,86.0,0.86,0.0
0,86.0,0.86,0.0
0,86.0,0.86,0.0
0,86.0,0.86,0.0
0,86.0,0.86,0.0
85,86.0,0.86,73.1
0,86.0,0.86,0.0
0,86.0,0.86,0.0
0,86.0,0.86,0.0
0,86.0,0.86,0.0
0,86.0,0.86,0.0
0,86.0,0.86,0.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
95,77.0,0.77,73.15
99,77.0,0.77,76.23
0,77.0,0.77,0.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
100,77.0,0.77,77.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
100,77.0,0.77,77.0
0,68.0,0.68,0.0
0,68.0,0.68,0.0
0,68.0,0.68,0.0
0,68.0,0.68,0.0
0,68.0,0.68,0.0
0,68.0,0.68,0.0
0,68.0,0.68,0.0
0,68.0,0.68,0.0
0,68.0,0.68,0.0
0,68.0,0.68,0.0
0,68.0,0.68,0.0
0,68.0,0.68,0.0
82,68.0,0.68,55.760000000000005
0,68.0,0.68,0.0
0,68.0,0.68,0.0
0,68.0,0.68,0.0
0,68.0,0.68,0.0
0,68.0,0.68,0.0
0,68.0,0.68,0.0
0,68.0,0.68,0.0
89,68.0,0.68,60.52
0,68.0,0.68,0.0
0,68.0,0.68,0.0
0,68.0,0.68,0.0
100,68.0,0.68,68.0
87,68.0,0.68,59.160000000000004
86,68.0,0.68,58.480000000000004
89,68.0,0.68,60.52
94,68.0,0.68,63.92
0,68.0,0.68,0.0
0,68.0,0.68,0.0
0,65.0,0.65,0.0
0,65.0,0.65,0.0
0,65.0,0.65,0.0
91,65.0,0.65,59.15
100,65.0,0.65,65.0
0,65.0,0.65,0.0
90,65.0,0.65,58.5
0,65.0,0.65,0.0
0,65.0,0.65,0.0
0,65.0,0.65,0.0
91,65.0,0.65,59.15
0,65.0,0.65,0.0
0,65.0,0.65,0.0
0,65.0,0.65,0.0
0,65.0,0.65,0.0
87,65.0,0.65,56.550000000000004
89,65.0,0.65,57.85
91,65.0,0.65,59.15
0,65.0,0.65,0.0
0,65.0,0.65,0.0
86,65.0,0.65,55.9
0,65.0,0.65,0.0
0,65.0,0.65,0.0
0,65.0,0.65,0.0
0,65.0,0.65,0.0
0,65.0,0.65,0.0
97,65.0,0.65,63.050000000000004
0,65.0,0.65,0.0
0,65.0,0.65,0.0
0,65.0,0.65,0.0
0,65.0,0.65,0.0
0,57.0,0.57,0.0
0,57.0,0.57,0.0
0,57.0,0.57,0.0
0,57.0,0.57,0.0
0,57.0,0.57,0.0
0,57.0,0.57,0.0
96,57.0,0.57,54.72
95,57.0,0.57,54.15
0,57.0,0.57,0.0
0,57.0,0.57,0.0
0,57.0,0.57,0.0
0,57.0,0.57,0.0
0,57.0,0.57,0.0
98,57.0,0.57,55.85999999999999
97,57.0,0.57,55.28999999999999
0,57.0,0.57,0.0
0,57.0,0.57,0.0
0,57.0,0.57,0.0
0,57.0,0.57,0.0
0,57.0,0.57,0.0
0,57.0,0.57,0.0
100,57.0,0.57,56.99999999999999
0,57.0,0.57,0.0
0,57.0,0.57,0.0
0,57.0,0.57,0.0
0,57.0,0.57,0.0
0,57.0,0.57,0.0
98,57.0,0.57,55.85999999999999
0,42.0,0.42,0.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
86,42.0,0.42,36.12
0,42.0,0.42,0.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
91,42.0,0.42,38.22
0,42.0,0.42,0.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
88,42.0,0.42,36.96
89,42.0,0.42,37.379999999999995
0,42.0,0.42,0.0
92,42.0,0.42,38.64
0,42.0,0.42,0.0
100,42.0,0.42,42.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
48,44.0,0.44,21.12
49,44.0,0.44,21.56
55,44.0,0.44,24.2
0,44.0,0.44,0.0
0,44.0,0.44,0.0
47,44.0,0.44,20.68
49,44.0,0.44,21.56
50,44.0,0.44,22.0
50,44.0,0.44,22.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
48,44.0,0.44,21.12
100,44.0,0.44,44.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
49,44.0,0.44,21.56
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
47,44.0,0.44,20.68
47,44.0,0.44,20.68
0,63.0,0.63,0.0
0,63.0,0.63,0.0
0,63.0,0.63,0.0
0,63.0,0.63,0.0
0,63.0,0.63,0.0
0,63.0,0.63,0.0
0,63.0,0.63,0.0
68,63.0,0.63,42.84
68,63.0,0.63,42.84
72,63.0,0.63,45.36
0,63.0,0.63,0.0
0,63.0,0.63,0.0
0,63.0,0.63,0.0
0,63.0,0.63,0.0
0,63.0,0.63,0.0
69,63.0,0.63,43.47
0,63.0,0.63,0.0
0,63.0,0.63,0.0
0,63.0,0.63,0.0
0,63.0,0.63,0.0
0,63.0,0.63,0.0
0,63.0,0.63,0.0
0,63.0,0.63,0.0
72,63.0,0.63,45.36
0,63.0,0.63,0.0
0,63.0,0.63,0.0
0,63.0,0.63,0.0
100,63.0,0.63,63.0
0,63.0,0.63,0.0
0,63.0,0.63,0.0
0,63.0,0.63,0.0
0,55.0,0.55,0.0
0,55.0,0.55,0.0
100,55.0,0.55,55.00000000000001
67,55.0,0.55,36.85
67,55.0,0.55,36.85
0,55.0,0.55,0.0
0,55.0,0.55,0.0
0,55.0,0.55,0.0
0,55.0,0.55,0.0
0,55.0,0.55,0.0
0,55.0,0.55,0.0
0,55.0,0.55,0.0
0,55.0,0.55,0.0
0,55.0,0.55,0.0
0,55.0,0.55,0.0
0,55.0,0.55,0.0
0,55.0,0.55,0.0
0,55.0,0.55,0.0
67,55.0,0.55,36.85
0,55.0,0.55,0.0
0,55.0,0.55,0.0
79,55.0,0.55,43.45
0,55.0,0.55,0.0
0,55.0,0.55,0.0
0,55.0,0.55,0.0
0,55.0,0.55,0.0
0,55.0,0.55,0.0
0,55.0,0.55,0.0
0,55.0,0.55,0.0
0,55.0,0.55,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
83,75.0,0.75,62.25
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
85,75.0,0.75,63.75
0,75.0,0.75,0.0
85,75.0,0.75,63.75
0,75.0,0.75,0.0
0,75.0,0.75,0.0
100,75.0,0.75,75.0
0,75.0,0.75,0.0
87,75.0,0.75,65.25
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
97,75.0,0.75,72.75
0,75.0,0.75,0.0
0,75.0,0.75,0.0
100,75.0,0.75,75.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,75.0,0.75,0.0
0,83.0,0.83,0.0
0,83.0,0.83,0.0
0,83.0,0.83,0.0
34,83.0,0.83,28.22
34,83.0,0.83,28.22
0,83.0,0.83,0.0
0,83.0,0.83,0.0
0,83.0,0.83,0.0
0,83.0,0.83,0.0
0,83.0,0.83,0.0
0,83.0,0.83,0.0
34,83.0,0.83,28.22
70,83.0,0.83,58.099999999999994
0,83.0,0.83,0.0
0,83.0,0.83,0.0
0,83.0,0.83,0.0
0,83.0,0.83,0.0
0,83.0,0.83,0.0
0,83.0,0.83,0.0
35,83.0,0.83,29.049999999999997
0,83.0,0.83,0.0
75,83.0,0.83,62.25
0,83.0,0.83,0.0
0,83.0,0.83,0.0
0,83.0,0.83,0.0
34,83.0,0.83,28.22
0,83.0,0.83,0.0
0,83.0,0.83,0.0
0,83.0,0.83,0.0
100,83.0,0.83,83.0
0,79.0,0.79,0.0
50,79.0,0.79,39.5
0,79.0,0.79,0.0
0,79.0,0.79,0.0
0,79.0,0.79,0.0
0,79.0,0.79,0.0
0,79.0,0.79,0.0
0,79.0,0.79,0.0
0,79.0,0.79,0.0
0,79.0,0.79,0.0
0,79.0,0.79,0.0
0,79.0,0.79,0.0
0,79.0,0.79,0.0
0,79.0,0.79,0.0
0,79.0,0.79,0.0
0,79.0,0.79,0.0
0,79.0,0.79,0.0
0,79.0,0.79,0.0
0,79.0,0.79,0.0
0,79.0,0.79,0.0
100,79.0,0.79,79.0
0,79.0,0.79,0.0
0,79.0,0.79,0.0
51,79.0,0.79,40.29
0,79.0,0.79,0.0
0,79.0,0.79,0.0
0,79.0,0.79,0.0
52,79.0,0.79,41.08
0,79.0,0.79,0.0
0,79.0,0.79,0.0
0,79.0,0.79,0.0
0,61.0,0.61,0.0
0,61.0,0.61,0.0
0,61.0,0.61,0.0
0,61.0,0.61,0.0
63,61.0,0.61,38.43
64,61.0,0.61,39.04
66,61.0,0.61,40.26
0,61.0,0.61,0.0
0,61.0,0.61,0.0
0,61.0,0.61,0.0
0,61.0,0.61,0.0
0,61.0,0.61,0.0
0,61.0,0.61,0.0
63,61.0,0.61,38.43
0,61.0,0.61,0.0
0,61.0,0.61,0.0
72,61.0,0.61,43.92
0,61.0,0.61,0.0
0,61.0,0.61,0.0
0,61.0,0.61,0.0
100,61.0,0.61,61.0
66,61.0,0.61,40.26
0,61.0,0.61,0.0
0,61.0,0.61,0.0
0,61.0,0.61,0.0
0,61.0,0.61,0.0
0,61.0,0.61,0.0
0,61.0,0.61,0.0
0,61.0,0.61,0.0
0,61.0,0.61,0.0
